unique_id,ds,y
159156,2013-06-16,160.875
159156,2013-06-17,102.357
159156,2013-06-18,53.465
159156,2013-06-19,112.061
159156,2013-06-20,31.209
159156,2013-06-21,310.044
159156,2013-06-22,113.444
159156,2013-06-23,145.364
159156,2013-06-24,50.677
159156,2013-06-25,54.684
159156,2013-06-26,40.209
159156,2013-06-27,43.061
159156,2013-06-28,85.098
159156,2013-06-29,203.411
159156,2013-06-30,136.451
159156,2013-07-01,131.037
159156,2013-07-02,96.189
159156,2013-07-03,151.616
159156,2013-07-04,60.01
159156,2013-07-05,222.997
159156,2013-07-06,130.18
159156,2013-07-07,134.195
159156,2013-07-08,97.457
159156,2013-07-09,89.382
159156,2013-07-10,93.277
159156,2013-07-11,73.434
159156,2013-07-12,90.794
159156,2013-07-13,132.963
159156,2013-07-14,147.61
159156,2013-07-15,64.7
159156,2013-07-16,86.742
159156,2013-07-17,102.663
159156,2013-07-18,49.292
159156,2013-07-19,67.288
159156,2013-07-20,138.434
159156,2013-07-21,137.996
159156,2013-07-22,86.67
159156,2013-07-23,73.805
159156,2013-07-24,89.034
159156,2013-07-25,64.243
159156,2013-07-26,142.232
159156,2013-07-27,102.285
159156,2013-07-28,210.708
159156,2013-07-29,55.116
159156,2013-07-30,58.363
159156,2013-07-31,95.536
159156,2013-08-01,86.996
159156,2013-08-02,103.311
159156,2013-08-03,70.861
159156,2013-08-04,211.176
159156,2013-08-05,64.015
159156,2013-08-06,63.581
159156,2013-08-07,61.805
159156,2013-08-08,52.506
159156,2013-08-09,106.622
159156,2013-08-10,105.547
159156,2013-08-11,119.85
159156,2013-08-12,63.397
159156,2013-08-13,64.082
159156,2013-08-14,44.749
159156,2013-08-15,42.27
159156,2013-08-16,95.596
159156,2013-08-17,143.049
159156,2013-08-18,137.498
159156,2013-08-19,93.513
159156,2013-08-20,83.76
159156,2013-08-21,109.809
159156,2013-08-22,111.356
159156,2013-08-23,65.037
159156,2013-08-24,68.202
159156,2013-08-25,56.839
159156,2013-08-26,60.801
159156,2013-08-27,127.255
159156,2013-08-28,95.109
159156,2013-08-29,38.933
159156,2013-08-30,54.521
159156,2013-08-31,83.322
159156,2013-09-01,205.884
159156,2013-09-02,121.243
159156,2013-09-03,118.637
159156,2013-09-04,112.491
159156,2013-09-05,54.816
159156,2013-09-06,71.075
159156,2013-09-07,41.401
159156,2013-09-08,107.277
159156,2013-09-09,23.655
159156,2013-09-10,25.596
159156,2013-09-11,47.542
159156,2013-09-12,17.872
159156,2013-09-13,45.798
159156,2013-09-14,49.273
159156,2013-09-15,95.808
159156,2013-09-16,53.939
159156,2013-09-17,18.7
159156,2013-09-18,32.057
159156,2013-09-19,15.057
159156,2013-09-20,35.717
159156,2013-09-21,90.461
159156,2013-09-22,104.933
159156,2013-09-23,43.923
159156,2013-09-24,36.232
159156,2013-09-25,74.586
159156,2013-09-26,24.246
159156,2013-09-27,55.249
159156,2013-09-28,75.202
159156,2013-09-29,145.529
159156,2013-09-30,47.481
159156,2013-10-01,50.717
159156,2013-10-02,57.242
159156,2013-10-03,40.862
159156,2013-10-04,116.212
159156,2013-10-05,93.104
159156,2013-10-06,141.636
159156,2013-10-07,68.145
159156,2013-10-08,46.3
159156,2013-10-09,73.064
159156,2013-10-10,24.226
159156,2013-10-11,36.222
159156,2013-10-12,112.01
159156,2013-10-13,84.663
159156,2013-10-14,34.279
159156,2013-10-15,43.902
159156,2013-10-16,77.768
159156,2013-10-17,37.165
159156,2013-10-18,34.919
159156,2013-10-19,99.152
159156,2013-10-20,114.734
159156,2013-10-21,57.838
159156,2013-10-22,48.939
159156,2013-10-23,75.296
159156,2013-10-24,26.717
159156,2013-10-25,72.953
159156,2013-10-26,101.475
159156,2013-10-27,113.057
159156,2013-10-28,39.343
159156,2013-10-29,26.414
159156,2013-10-30,69.943
159156,2013-10-31,35.724
159156,2013-11-01,89.865
159156,2013-11-02,162.865
159156,2013-11-03,148.889
159156,2013-11-04,68.754
159156,2013-11-05,57.337
159156,2013-11-06,66.643
159156,2013-11-07,44.653
159156,2013-11-08,124.973
159156,2013-11-09,127.051
159156,2013-11-10,165.586
159156,2013-11-11,50.646
159156,2013-11-12,103.071
159156,2013-11-13,39.515
159156,2013-11-14,37.337
159156,2013-11-15,69.653
159156,2013-11-16,146.754
159156,2013-11-17,139.283
159156,2013-11-18,45.397
159156,2013-11-19,55.226
159156,2013-11-20,66.37
159156,2013-11-21,38.192
159156,2013-11-22,69.458
159156,2013-11-23,139.66
159156,2013-11-24,86.498
159156,2013-11-25,48.017
159156,2013-11-26,53.448
159156,2013-11-27,41.337
159156,2013-11-28,45.576
159156,2013-11-29,58.721
159156,2013-11-30,78.375
159156,2013-12-01,167.774
159156,2013-12-02,31.904
159156,2013-12-03,50.987
159156,2013-12-04,79.429
159156,2013-12-05,39.671
159156,2013-12-06,108.767
159156,2013-12-07,85.11
159156,2013-12-08,145.156
159156,2013-12-09,92.561
159156,2013-12-10,38.757
159156,2013-12-11,82.359
159156,2013-12-12,59.312
159156,2013-12-13,74.296
159156,2013-12-14,73.345
159156,2013-12-15,98.558
159156,2013-12-16,91.545
159156,2013-12-17,84.066
159156,2013-12-18,57.668
159156,2013-12-19,116.784
159156,2013-12-20,72.847
159156,2013-12-21,112.206
159156,2013-12-22,174.04
159156,2013-12-23,117.661
159156,2013-12-24,163.488
159156,2013-12-25,0.0
159156,2013-12-26,80.259
159156,2013-12-27,84.551
159156,2013-12-28,69.704
159156,2013-12-29,82.096
159156,2013-12-30,117.518
159156,2013-12-31,60.987
159156,2014-01-01,0.0
159156,2014-01-02,94.811
159156,2014-01-03,65.2648
159156,2014-01-04,119.754
159156,2014-01-05,81.525
159156,2014-01-06,43.841
159156,2014-01-07,104.774
159156,2014-01-08,89.429
159156,2014-01-09,86.013
159156,2014-01-10,84.453
159156,2014-01-11,162.571
159156,2014-01-12,69.219
159156,2014-01-13,59.003
159156,2014-01-14,42.864
159156,2014-01-15,40.312
159156,2014-01-16,32.339
159156,2014-01-17,99.5122
159156,2014-01-18,103.103
159156,2014-01-19,23.495
159156,2014-01-20,18.615
159156,2014-01-21,29.193
159156,2014-01-22,46.425
159156,2014-01-23,51.588
159156,2014-01-24,68.1916
159156,2014-01-25,96.425
159156,2014-01-26,102.349
159156,2014-01-27,55.036
159156,2014-01-28,30.771
159156,2014-01-29,94.681
159156,2014-01-30,42.259
159156,2014-01-31,77.8014
159156,2014-02-01,128.01
159156,2014-02-02,122.262
159156,2014-02-03,51.468
159156,2014-02-04,48.92
159156,2014-02-05,78.568
159156,2014-02-06,73.841
159156,2014-02-07,72.2578
159156,2014-02-08,138.698
159156,2014-02-09,129.774
159156,2014-02-10,61.831
159156,2014-02-11,49.522
159156,2014-02-12,69.435
159156,2014-02-13,51.977
159156,2014-02-14,68.4704
159156,2014-02-15,82.993
159156,2014-02-16,129.997
159156,2014-02-17,48.475
159156,2014-02-18,47.508
159156,2014-02-19,62.282
159156,2014-02-20,19.934
159156,2014-02-21,73.0592
159156,2014-02-22,105.518
159156,2014-02-23,86.947
159156,2014-02-24,53.07
159156,2014-02-25,33.379
159156,2014-02-26,47.173
159156,2014-02-27,39.03
159156,2014-02-28,92.4739
159156,2014-03-01,163.508
159156,2014-03-02,104.761
159156,2014-03-03,102.053
159156,2014-03-04,110.419
159156,2014-03-05,35.827
159156,2014-03-06,63.698
159156,2014-03-07,104.2021
159156,2014-03-08,71.728
159156,2014-03-09,92.704
159156,2014-03-10,53.449
159156,2014-03-11,42.09
159156,2014-03-12,56.023
159156,2014-03-13,53.671
159156,2014-03-14,72.8885
159156,2014-03-15,45.233
159156,2014-03-16,136.884
159156,2014-03-17,53.11
159156,2014-03-18,34.066
159156,2014-03-19,31.399
159156,2014-03-20,39.698
159156,2014-03-21,71.9408
159156,2014-03-22,107.179
159156,2014-03-23,88.096
159156,2014-03-24,32.963
159156,2014-03-25,32.934
159156,2014-03-26,54.681
159156,2014-03-27,61.814
159156,2014-03-28,95.4077
159156,2014-03-29,109.701
159156,2014-03-30,114.601
159156,2014-03-31,84.126
159156,2014-04-01,56.08
159156,2014-04-02,54.11
159156,2014-04-03,29.289
159156,2014-04-04,63.3763
159156,2014-04-05,107.163
159156,2014-04-06,99.169
159156,2014-04-07,46.412
159156,2014-04-08,43.468
159156,2014-04-09,83.382
159156,2014-04-10,33.173
159156,2014-04-11,59.4878
159156,2014-04-12,96.528
159156,2014-04-13,134.262
159156,2014-04-14,39.834
159156,2014-04-15,24.834
159156,2014-04-16,26.397
159156,2014-04-17,33.468
159156,2014-04-18,49.7424
159156,2014-04-19,67.471
159156,2014-04-20,67.032
159156,2014-04-21,79.748
159156,2014-04-22,57.297
159156,2014-04-23,49.987
159156,2014-04-24,36.565
159156,2014-04-25,52.3525
159156,2014-04-26,75.11
159156,2014-04-27,107.368
159156,2014-04-28,42.255
159156,2014-04-29,25.845
159156,2014-04-30,38.155
159156,2014-05-01,56.945
159156,2014-05-02,109.1119
159156,2014-05-03,57.552
159156,2014-05-04,131.039
159156,2014-05-05,40.255
159156,2014-05-06,18.874
159156,2014-05-07,90.487
159156,2014-05-08,34.965
159156,2014-05-09,60.6915
159156,2014-05-10,104.674
159156,2014-05-11,68.671
159156,2014-05-12,36.932
159156,2014-05-13,17.313
159156,2014-05-14,40.532
159156,2014-05-15,23.59
159156,2014-05-16,67.4
159156,2014-05-17,103.984
159156,2014-05-18,75.339
159156,2014-05-19,45.742
159156,2014-05-20,20.629
159156,2014-05-21,23.19
159156,2014-05-22,20.6
159156,2014-05-23,46.6746
159156,2014-05-24,108.0
159156,2014-05-25,110.868
159156,2014-05-26,26.048
159156,2014-05-27,16.965
159156,2014-05-28,38.903
159156,2014-05-29,37.9
159156,2014-05-30,80.5661
159156,2014-05-31,104.074
159156,2014-06-01,150.668
159156,2014-06-02,99.3
159156,2014-06-03,46.587
159156,2014-06-04,57.987
159156,2014-06-05,14.532
159156,2014-06-06,74.5658
159156,2014-06-07,70.142
159156,2014-06-08,78.819
159156,2014-06-09,67.138
159156,2014-06-10,10.932
159156,2014-06-11,39.429
159156,2014-06-12,51.581
159156,2014-06-13,89.9751
159156,2014-06-14,109.684
159156,2014-06-15,33.645
159156,2014-06-16,73.532
159156,2014-06-17,67.055
159156,2014-06-18,33.1
159156,2014-06-19,18.258
159156,2014-06-20,62.2171
159156,2014-06-21,98.365
159156,2014-06-22,80.952
159156,2014-06-23,48.59
159156,2014-06-24,43.681
159156,2014-06-25,30.921
159156,2014-06-26,31.117
159156,2014-06-27,61.6736
159156,2014-06-28,55.445
159156,2014-06-29,91.442
159156,2014-06-30,47.984
159156,2014-07-01,83.798
159156,2014-07-02,70.426
159156,2014-07-03,54.3
159156,2014-07-04,77.502
159156,2014-07-05,80.735
159156,2014-07-06,84.278
159156,2014-07-07,76.29
159156,2014-07-08,47.104
159156,2014-07-09,56.785
159156,2014-07-10,38.126
159156,2014-07-11,65.864
159156,2014-07-12,44.789
159156,2014-07-13,80.539
159156,2014-07-14,35.543
159156,2014-07-15,51.691
159156,2014-07-16,65.325
159156,2014-07-17,59.025
159156,2014-07-18,46.281
159156,2014-07-19,107.445
159156,2014-07-20,88.489
159156,2014-07-21,65.921
159156,2014-07-22,83.968
159156,2014-07-23,38.896
159156,2014-07-24,50.792
159156,2014-07-25,86.082
159156,2014-07-26,59.703
159156,2014-07-27,56.823
159156,2014-07-28,57.205
159156,2014-07-29,64.019
159156,2014-07-30,46.568
159156,2014-07-31,40.82
159156,2014-08-01,71.35
159156,2014-08-02,129.274
159156,2014-08-03,62.716
159156,2014-08-04,59.782
159156,2014-08-05,32.252
159156,2014-08-06,46.707
159156,2014-08-07,22.729
159156,2014-08-08,77.732
159156,2014-08-09,147.804
159156,2014-08-10,77.776
159156,2014-08-11,57.019
159156,2014-08-12,31.12
159156,2014-08-13,69.987
159156,2014-08-14,42.918
159156,2014-08-15,51.814
159156,2014-08-16,117.066
159156,2014-08-17,91.032
159156,2014-08-18,77.688
159156,2014-08-19,43.36
159156,2014-08-20,73.669
159156,2014-08-21,68.391
159156,2014-08-22,66.577
159156,2014-08-23,108.738
159156,2014-08-24,114.713
159156,2014-08-25,73.505
159156,2014-08-26,44.533
159156,2014-08-27,70.167
159156,2014-08-28,49.016
159156,2014-08-29,100.224
159156,2014-08-30,65.483
159156,2014-08-31,133.707
159156,2014-09-01,46.934
159156,2014-09-02,62.59
159156,2014-09-03,72.968
159156,2014-09-04,47.653
159156,2014-09-05,127.587
159156,2014-09-06,133.618
159156,2014-09-07,107.136
159156,2014-09-08,51.423
159156,2014-09-09,38.896
159156,2014-09-10,96.009
159156,2014-09-11,46.129
159156,2014-09-12,78.341
159156,2014-09-13,108.29
159156,2014-09-14,85.274
159156,2014-09-15,53.785
159156,2014-09-16,68.568
159156,2014-09-17,89.221
159156,2014-09-18,39.268
159156,2014-09-19,119.148
159156,2014-09-20,130.546
159156,2014-09-21,100.066
159156,2014-09-22,68.265
159156,2014-09-23,48.994
159156,2014-09-24,83.022
159156,2014-09-25,59.732
159156,2014-09-26,67.016
159156,2014-09-27,112.852
159156,2014-09-28,107.221
159156,2014-09-29,46.593
159156,2014-09-30,56.287
159156,2014-10-01,89.227
159156,2014-10-02,57.303
159156,2014-10-03,149.107
159156,2014-10-04,91.41
159156,2014-10-05,111.905
159156,2014-10-06,56.644
159156,2014-10-07,69.388
159156,2014-10-08,45.735
159156,2014-10-09,32.991
159156,2014-10-10,112.893
159156,2014-10-11,84.438
159156,2014-10-12,69.457
159156,2014-10-13,63.041
159156,2014-10-14,57.795
159156,2014-10-15,44.322
159156,2014-10-16,38.666
159156,2014-10-17,100.038
159156,2014-10-18,111.615
159156,2014-10-19,112.956
159156,2014-10-20,58.729
159156,2014-10-21,52.423
159156,2014-10-22,68.464
159156,2014-10-23,23.991
159156,2014-10-24,52.836
159156,2014-10-25,89.3
159156,2014-10-26,106.341
159156,2014-10-27,56.628
159156,2014-10-28,49.644
159156,2014-10-29,34.836
159156,2014-10-30,24.801
159156,2014-10-31,43.309
159156,2014-11-01,69.82
159156,2014-11-02,106.789
159156,2014-11-03,79.899
159156,2014-11-04,53.079
159156,2014-11-05,59.899
159156,2014-11-06,35.943
159156,2014-11-07,59.104
159156,2014-11-08,102.669
159156,2014-11-09,125.019
159156,2014-11-10,48.795
159156,2014-11-11,40.562
159156,2014-11-12,41.71
159156,2014-11-13,32.502
159156,2014-11-14,59.511
159156,2014-11-15,121.306
159156,2014-11-16,100.259
159156,2014-11-17,76.95
159156,2014-11-18,42.489
159156,2014-11-19,50.158
159156,2014-11-20,33.628
159156,2014-11-21,60.968
159156,2014-11-22,85.107
159156,2014-11-23,136.893
159156,2014-11-24,29.539
159156,2014-11-25,30.744
159156,2014-11-26,53.533
159156,2014-11-27,31.158
159156,2014-11-28,83.338
159156,2014-11-29,110.773
159156,2014-11-30,109.7
159156,2014-12-01,67.517
159156,2014-12-02,75.842
159156,2014-12-03,47.123
159156,2014-12-04,27.013
159156,2014-12-05,65.896
159156,2014-12-06,124.17
159156,2014-12-07,110.902
159156,2014-12-08,66.502
159156,2014-12-09,52.394
159156,2014-12-10,101.227
159156,2014-12-11,51.022
159156,2014-12-12,85.864
159156,2014-12-13,143.64
159156,2014-12-14,124.593
159156,2014-12-15,43.432
159156,2014-12-16,130.157
159156,2014-12-17,83.003
159156,2014-12-18,55.902
159156,2014-12-19,91.325
159156,2014-12-20,144.142
159156,2014-12-21,185.107
159156,2014-12-22,167.42
159156,2014-12-23,144.858
159156,2014-12-24,114.451
159156,2014-12-25,0.0
159156,2014-12-26,192.126
159156,2014-12-27,96.492
159156,2014-12-28,160.893
159156,2014-12-29,48.467
159156,2014-12-30,60.328
159156,2014-12-31,79.94
159156,2015-01-01,0.0
159156,2015-01-02,270.946
159156,2015-01-03,99.243
159156,2015-01-04,173.341
159156,2015-01-05,81.833
159156,2015-01-06,48.35
159156,2015-01-07,71.391
159156,2015-01-08,72.565
159156,2015-01-09,88.678
159156,2015-01-10,103.915
159156,2015-01-11,176.94
159156,2015-01-12,66.079
159156,2015-01-13,54.35
159156,2015-01-14,86.552
159156,2015-01-15,32.76
159156,2015-01-16,115.338
159156,2015-01-17,86.274
159156,2015-01-18,91.864
159156,2015-01-19,66.571
159156,2015-01-20,67.151
159156,2015-01-21,77.369
159156,2015-01-22,53.129
159156,2015-01-23,56.502
159156,2015-01-24,114.066
159156,2015-01-25,94.899
159156,2015-01-26,61.861
159156,2015-01-27,59.587
159156,2015-01-28,46.697
159156,2015-01-29,40.331
159156,2015-01-30,68.167
159156,2015-01-31,112.139
159156,2015-02-01,177.536
159156,2015-02-02,82.968
159156,2015-02-03,46.202
159156,2015-02-04,39.284
159156,2015-02-05,45.265
159156,2015-02-06,50.615
159156,2015-02-07,116.189
159156,2015-02-08,90.571
159156,2015-02-09,45.252
159156,2015-02-10,40.849
159156,2015-02-11,40.751
159156,2015-02-12,19.517
159156,2015-02-13,50.139
159156,2015-02-14,33.341
159156,2015-02-15,25.123
159156,2015-02-16,29.416
159156,2015-02-17,79.23
159156,2015-02-18,68.521
159156,2015-02-19,55.42
159156,2015-02-20,80.714
159156,2015-02-21,97.167
159156,2015-02-22,75.576
159156,2015-02-23,66.833
159156,2015-02-24,51.498
159156,2015-02-25,47.736
159156,2015-02-26,21.948
159156,2015-02-27,96.836
159156,2015-02-28,86.349
159156,2015-03-01,175.807
159156,2015-03-02,132.167
159156,2015-03-03,55.613
159156,2015-03-04,53.535
159156,2015-03-05,16.364
159156,2015-03-06,61.476
159156,2015-03-07,131.305
159156,2015-03-08,87.807
159156,2015-03-09,81.532
159156,2015-03-10,70.591
159156,2015-03-11,90.063
159156,2015-03-12,37.885
159156,2015-03-13,98.126
159156,2015-03-14,138.639
159156,2015-03-15,135.967
159156,2015-03-16,52.32
159156,2015-03-17,52.186
159156,2015-03-18,72.595
159156,2015-03-19,23.03
159156,2015-03-20,49.208
159156,2015-03-21,78.621
159156,2015-03-22,161.23
159156,2015-03-23,47.918
159156,2015-03-24,46.903
159156,2015-03-25,105.844
159156,2015-03-26,79.825
159156,2015-03-27,47.116
159156,2015-03-28,82.498
159156,2015-03-29,82.681
159156,2015-03-30,64.368
159156,2015-03-31,32.775
159156,2015-04-01,81.888
159156,2015-04-02,52.442
159156,2015-04-03,131.028
159156,2015-04-04,121.354
159156,2015-04-05,214.832
159156,2015-04-06,77.288
159156,2015-04-07,43.186
159156,2015-04-08,83.067
159156,2015-04-09,68.621
159156,2015-04-10,104.596
159156,2015-04-11,81.204
159156,2015-04-12,94.758
159156,2015-04-13,66.446
159156,2015-04-14,34.081
159156,2015-04-15,48.175
159156,2015-04-16,38.523
159156,2015-04-17,72.004
159156,2015-04-18,119.432
159156,2015-04-19,93.544
159156,2015-04-20,61.561
159156,2015-04-21,38.221
159156,2015-04-22,51.87
159156,2015-04-23,32.211
159156,2015-04-24,61.773
159156,2015-04-25,127.416
159156,2015-04-26,130.985
159156,2015-04-27,99.974
159156,2015-04-28,51.885
159156,2015-04-29,76.249
159156,2015-04-30,46.327
159156,2015-05-01,144.981
159156,2015-05-02,255.468
159156,2015-05-03,180.048
159156,2015-05-04,114.498
159156,2015-05-05,93.476
159156,2015-05-06,64.807
159156,2015-05-07,144.974
159156,2015-05-08,94.658
159156,2015-05-09,195.331
159156,2015-05-10,69.743
159156,2015-05-11,50.401
159156,2015-05-12,48.517
159156,2015-05-13,47.218
159156,2015-05-14,45.647
159156,2015-05-15,83.177
159156,2015-05-16,111.334
159156,2015-05-17,171.533
159156,2015-05-18,80.038
159156,2015-05-19,40.64
159156,2015-05-20,75.763
159156,2015-05-21,19.868
159156,2015-05-22,81.58
159156,2015-05-23,89.801
159156,2015-05-24,91.767
159156,2015-05-25,88.707
159156,2015-05-26,42.382
159156,2015-05-27,79.158
159156,2015-05-28,21.839
159156,2015-05-29,76.867
159156,2015-05-30,75.773
159156,2015-05-31,113.533
159156,2015-06-01,40.022
159156,2015-06-02,47.486
159156,2015-06-03,105.764
159156,2015-06-04,66.471
159156,2015-06-05,52.102
159156,2015-06-06,89.758
159156,2015-06-07,109.357
159156,2015-06-08,68.5
159156,2015-06-09,56.229
159156,2015-06-10,49.962
159156,2015-06-11,26.376
159156,2015-06-12,114.325
159156,2015-06-13,111.334
159156,2015-06-14,161.93
159156,2015-06-15,46.286
159156,2015-06-16,53.678
159156,2015-06-17,83.494
159156,2015-06-18,25.71
159156,2015-06-19,117.736
159156,2015-06-20,113.105
159156,2015-06-21,49.271
159156,2015-06-22,65.564
159156,2015-06-23,61.032
159156,2015-06-24,72.261
159156,2015-06-25,36.494
159156,2015-06-26,114.408
159156,2015-06-27,116.137
159156,2015-06-28,107.994
159156,2015-06-29,68.49
159156,2015-06-30,28.214
159156,2015-07-01,65.108
159156,2015-07-02,37.997
159156,2015-07-03,88.666
159156,2015-07-04,73.994
159156,2015-07-05,79.213
159156,2015-07-06,16.497
159156,2015-07-07,26.111
159156,2015-07-08,72.742
159156,2015-07-09,26.124
159156,2015-07-10,98.854
159156,2015-07-11,128.436
159156,2015-07-12,82.701
159156,2015-07-13,79.994
159156,2015-07-14,48.965
159156,2015-07-15,26.713
159156,2015-07-16,29.927
159156,2015-07-17,70.631
159156,2015-07-18,87.723
159156,2015-07-19,82.424
159156,2015-07-20,58.784
159156,2015-07-21,16.076
159156,2015-07-22,46.49
159156,2015-07-23,41.758
159156,2015-07-24,127.78
159156,2015-07-25,102.997
159156,2015-07-26,125.185
159156,2015-07-27,58.841
159156,2015-07-28,15.178
159156,2015-07-29,53.624
159156,2015-07-30,43.682
159156,2015-07-31,50.019
159156,2015-08-01,91.497
159156,2015-08-02,147.535
159156,2015-08-03,83.968
159156,2015-08-04,50.392
159156,2015-08-05,104.799
159156,2015-08-06,49.229
159156,2015-08-07,86.911
159156,2015-08-08,90.745
159156,2015-08-09,68.159
159156,2015-08-10,91.564
159156,2015-08-11,50.481
159156,2015-08-12,114.337
159156,2015-08-13,34.376
159156,2015-08-14,68.892
159156,2015-08-15,85.688
159156,2015-08-16,96.003
159156,2015-08-17,61.736
159156,2015-08-18,44.898
159156,2015-08-19,33.006
159156,2015-08-20,53.389
159156,2015-08-21,92.156
159156,2015-08-22,78.042
159156,2015-08-23,71.373
159156,2015-08-24,115.621
159156,2015-08-25,21.121
159156,2015-08-26,22.341
159156,2015-08-27,39.146
159156,2015-08-28,75.901
159156,2015-08-29,86.93
159156,2015-08-30,102.118
159156,2015-08-31,66.175
159156,2015-09-01,107.519
159156,2015-09-02,141.22
159156,2015-09-03,77.124
159156,2015-09-04,102.854
159156,2015-09-05,115.761
159156,2015-09-06,141.42
159156,2015-09-07,98.398
159156,2015-09-08,25.688
159156,2015-09-09,70.284
159156,2015-09-10,57.013
159156,2015-09-11,46.08
159156,2015-09-12,61.793
159156,2015-09-13,129.22
159156,2015-09-14,67.704
159156,2015-09-15,37.825
159156,2015-09-16,82.232
159156,2015-09-17,38.583
159156,2015-09-18,115.172
159156,2015-09-19,121.127
159156,2015-09-20,106.016
159156,2015-09-21,23.455
159156,2015-09-22,27.959
159156,2015-09-23,27.943
159156,2015-09-24,28.653
